,ensembl_gene_id,external_gene_id,con1_ExpCounts,con2_ExpCounts,mic1_ExpCounts,mic2_ExpCounts,mic3_ExpCounts
10186,ENSRNOG00000032973,Il13ra2,-0.40063611,0.3507436427,0.0407747924,-0.0516894527,0.7647658111
10187,ENSRNOG00000033010,Akr1c12,8.4753725997,8.6796432377,6.4374256718,5.9366268558,7.1484341546
10188,ENSRNOG00000033017,LOC100910669,3.7274018053,2.443347992,3.82987627,3.2590384939,5.0824829713
10189,ENSRNOG00000033024,AC099453.1,3.3430283495,3.6764696017,6.2204439135,5.4415431999,6.2840514817
10190,ENSRNOG00000033038,Chchd4,-1.6516535659,-0.6433530669,1.0743757792,1.2041329897,0.9476936555
10191,ENSRNOG00000033045,H2afj,2.7016621262,3.2959705828,3.9224165054,3.5041319107,4.2220516241
10192,ENSRNOG00000033051,Slc22a15,1.4492778538,1.6004769004,3.0659890777,2.5828511435,2.733368516
10193,ENSRNOG00000033057,AABR07025010.1,3.5090994225,3.1275340548,6.3121521231,4.5337335096,5.0997961698
10194,ENSRNOG00000033058,AABR07064810.1,-1.4624101697,-0.7751897638,-2.6712702178,1.7609259458,1.9496888347
10195,ENSRNOG00000033059,Galnt6,-2.042283144,-0.6523807035,1.983682355,1.4646451272,2.2333181861
10196,ENSRNOG00000033064,Edil3,2.3836759247,2.1858768171,1.335123506,0.0766457446,2.0189312849
10197,ENSRNOG00000033065,Rad50,3.9948060833,3.7714223329,5.2880326514,5.5382853459,5.1316420369
10198,ENSRNOG00000033076,Thnsl1,1.0909736433,1.396744637,4.6335680884,4.5547125584,4.4318998614
10199,ENSRNOG00000033090,Ltbp1,3.7773607539,3.6014608999,4.4560788097,4.5486942813,4.2592151148
10200,ENSRNOG00000033101,Myo18a,6.0016031388,5.9462537295,7.169145068,7.2624452579,6.7787542245
10201,ENSRNOG00000033110,Svep1,0.3474039476,0.0504629582,2.9547615798,2.8753058913,2.3978813878
10202,ENSRNOG00000033119,Plcb4,2.5193890138,2.3072536519,2.4130625366,2.4230195591,2.2102242204
10203,ENSRNOG00000033130,Mup4,8.2360093877,8.8626576532,5.2216738076,3.4447193299,4.0363581217
10204,ENSRNOG00000033133,Nae1,3.4091831323,3.5032574151,4.8878782515,4.6958484964,5.1349782568
10205,ENSRNOG00000033134,Mef2c,1.6200592611,1.5399442539,2.7826936018,2.446965641,2.812339859
10206,ENSRNOG00000033146,LOC103690015,-1.0888839335,-0.9736088488,1.9547776571,2.0892661317,2.1389036848
10207,ENSRNOG00000033153,Sfn,-2.042283144,-2.6712702178,4.8900004356,3.3737882034,3.7274204063
10208,ENSRNOG00000033161,RGD1565117,-0.1060851049,-0.1912440573,1.3301304138,1.3433266001,1.7283278024
10209,ENSRNOG00000033164,Cyp2b3,9.8468889298,9.8967933928,7.7928019216,7.4964036646,7.8960768368
10210,ENSRNOG00000033169,Cpeb4,5.9098877771,5.6936343436,4.603769583,4.9129858708,4.0838792374
10211,ENSRNOG00000033176,Zrsr2,1.5792215715,1.9122960973,2.9195782698,2.8928466798,2.6611593359
10212,ENSRNOG00000033192,Osmr,1.4939055888,2.0808412409,6.8014652763,6.8461193261,6.0720880317
10213,ENSRNOG00000033195,A1cf,7.1770318368,7.4036862829,6.1668410572,6.4459330702,5.5289908376
10214,ENSRNOG00000033206,Entpd5,8.4973186044,8.2206322653,9.5274802827,9.311189954,9.0782447632
10215,ENSRNOG00000033215,RT1-Db1,4.6655913172,4.1801266369,5.979131637,5.0660549478,5.7144494399
10216,ENSRNOG00000033217,Esam,3.0393711806,3.3758457097,4.9444009382,4.7352757107,4.8645498947
10217,ENSRNOG00000033220,Oas1b,2.2235597009,1.8965979007,3.8080454192,2.0059606632,1.0737595606
10218,ENSRNOG00000033234,Ccrl2,-0.5740393878,-1.3342107773,1.4709384856,1.5108167447,1.7322098856
10219,ENSRNOG00000033235,Relb,0.9052006904,1.1594355017,4.2978422949,3.8699218362,3.9539061306
10220,ENSRNOG00000033245,Mug2,9.0072330485,9.0248372916,6.096174233,6.3134515,5.7534995164
10221,ENSRNOG00000033256,LOC691141,2.3354448738,1.6745431027,3.5530962263,3.0417971878,3.9985442588
10222,ENSRNOG00000033262,Reep6,7.8201054265,7.3561315975,8.4367922256,8.351934236,7.8704215194
10223,ENSRNOG00000033280,Pam,5.8097167381,5.5510421995,6.0423601642,6.0724401524,5.9711387201
10224,ENSRNOG00000033299,Mt-atp8,9.2631160633,9.2909693487,9.5338380481,9.1576651341,9.5635534175
10225,ENSRNOG00000033316,Foxo4,3.2621293922,3.147828136,3.980475482,3.9554614298,3.7514418833
10226,ENSRNOG00000033318,Rfxank,2.1521230792,1.8913269788,2.7912833142,2.7647602059,3.1462728851
10227,ENSRNOG00000033321,Hmgb2l1,0.6726378722,0.2467828151,1.5064664528,3.7028713921,-2.6712702178
10228,ENSRNOG00000033330,Skida1,1.0316680824,0.3507436427,-0.248316855,0.1944915939,0.6198986724
10229,ENSRNOG00000033335,Cenpi,-0.5740393878,-0.8459196959,1.2620996003,1.2635907904,1.5442608754
10230,ENSRNOG00000033338,Gimap6,2.3836759247,1.9675538319,1.9138849923,2.037845409,2.6795532779
10231,ENSRNOG00000033343,Prss36,1.8085212925,1.481719904,1.9375279704,2.37390098,1.4616433685
10232,ENSRNOG00000033346,LOC100361636,1.6636846035,2.6846967863,2.2287331471,2.5832833533,2.5473845371
10233,ENSRNOG00000033348,Duox1,0.1384049596,1.7077300979,0.2584016563,1.0919727918,-0.4636832123
10234,ENSRNOG00000033351,Zfp869,2.6234798098,2.5220913212,3.9061518129,3.9516166709,3.8026871556
10235,ENSRNOG00000033361,Slc39a5,1.877513572,1.6379852579,2.7956884384,3.1033621552,2.2580080019
10236,ENSRNOG00000033372,Klhl24,4.8905105509,4.7275767019,5.0833302416,5.0395662024,4.773297383
10237,ENSRNOG00000033378,Rnf123,5.3985428262,5.2179404517,6.2149039294,6.2895645689,6.0152910579
10238,ENSRNOG00000033386,Itih1,10.3115220608,10.5126101917,8.9633048519,9.0007180967,8.7036099272
10239,ENSRNOG00000033389,Susd2,0.7665725517,1.4398578144,2.2140944646,2.2703429815,1.3281061937
10240,ENSRNOG00000033402,Gsta6,2.9299406811,2.6386244986,3.9105189714,3.7581811073,4.3420902295
10241,ENSRNOG00000033411,Usp12,3.0854477601,2.7795464843,3.3475826604,3.3570773643,3.5065068444
10242,ENSRNOG00000033415,AABR07048482.1,0.7244953557,0.8370618988,-1.3636213458,-2.6712702178,-2.316049131
10243,ENSRNOG00000033426,Cdc37,6.1854318564,6.2168634252,7.7485814852,7.7198592073,7.8409757733
10244,ENSRNOG00000033433,Csrnp1,3.7863590739,2.8127265214,4.2354051621,3.8508424213,3.7942716882
10245,ENSRNOG00000033434,Casp12,2.5193890138,0.5210153764,3.1660528238,2.5165076603,3.1834816229
10246,ENSRNOG00000033444,F10,8.5601960205,8.6181881422,6.7152019023,6.9492365693,6.5138810469
10247,ENSRNOG00000033445,AABR07049060.1,0.1384049596,-0.329202058,0.9262604819,0.8971480798,0.6941498189
10248,ENSRNOG00000033466,Apon,7.1156517408,6.9646419938,4.2960600974,4.0593870683,4.097623599
10249,ENSRNOG00000033473,Rpl36,4.6642739875,4.4887262657,6.2983398168,6.3533393857,7.0411763375
10250,ENSRNOG00000033496,Igdcc4,-0.771168893,-0.4817608179,0.3535682155,0.303433963,0.0700959108
10251,ENSRNOG00000033498,Cib1,4.2504073401,4.4569678428,6.0677715985,6.2782972091,6.244197691
10252,ENSRNOG00000033508,Mink1,6.6515147143,6.6029337464,7.0797063386,7.1665363843,6.884624402
10253,ENSRNOG00000033517,LOC100360791,-2.6712702178,-2.6712702178,7.1916740761,-2.6712702178,6.2857034098
10254,ENSRNOG00000033522,Prdm2,4.5435275951,4.4674235089,5.62481789,5.6788889033,5.1215868359
10255,ENSRNOG00000033529,Amy1a,9.1670913353,9.1614104637,5.2531282406,5.3605892285,5.3569258698
10256,ENSRNOG00000033531,Cacna2d1,0.2466857824,-0.6523807035,1.0178287431,-0.1925653659,-0.172246735
10257,ENSRNOG00000033556,Spen,4.8656362377,4.949922234,5.4652141937,5.8046832705,4.6198349821
10258,ENSRNOG00000033560,Polr3c,4.0182926168,4.0260423054,6.1658279957,6.1547880268,6.0236305234
10259,ENSRNOG00000033564,Cfd,2.4976383037,2.4405911327,2.4624659926,1.8350239003,1.9897461557
10260,ENSRNOG00000033568,Mapk8ip3,3.8218014005,3.5433444705,5.1905763352,5.263134219,4.648130109
10261,ENSRNOG00000033570,Arhgap8,3.9870215943,3.2114126197,4.9675530201,4.8156433959,4.6712927211
10262,ENSRNOG00000033573,Sgk2,2.7392198108,2.6352898766,2.5872885825,2.9609519068,2.2081984689
10263,ENSRNOG00000033575,Emid1,1.0316680824,0.3507436427,-0.1453807503,0.8971480798,0.6198986724
10264,ENSRNOG00000033581,AABR07044388.2,2.5554183459,2.0808412409,3.2187198839,3.3386354882,1.5035434389
10265,ENSRNOG00000033583,LOC100910577,1.8825573896,2.1083602843,3.0059782591,3.0199327192,3.0647939207
10266,ENSRNOG00000033593,Osbpl9,5.8434546932,5.9624403512,6.9765152711,6.7792682143,7.0099914173
10267,ENSRNOG00000033608,Cd276,3.3618113559,2.6930959527,7.2087589288,7.0955858009,7.2067240766
10268,ENSRNOG00000033609,Irx1,1.9751844074,1.7789667437,0.6104805491,-0.1925653659,0.8320860346
10269,ENSRNOG00000033611,Wdr83os,4.6210188642,4.6890973185,6.1024107065,6.1271908631,6.442961421
10270,ENSRNOG00000033615,Mt-nd3,8.7020801739,8.6407381879,9.056802792,8.9807825129,9.7751760201
10271,ENSRNOG00000033619,Apof,7.9862025344,6.1498447959,3.4744649464,4.992871805,4.1709625674
10272,ENSRNOG00000033623,Pigx,2.9299406811,3.147828136,5.3418040715,5.3156788275,5.6758025569
10273,ENSRNOG00000033624,Zfp426,1.6597727273,1.481719904,1.7894835517,1.0299092288,1.9599584117
10274,ENSRNOG00000033639,Zfp777,2.8115233988,2.9383046065,3.9224165054,3.777195607,3.7514418833
10275,ENSRNOG00000033653,Mpp3,1.7727471134,1.481719904,1.8152368115,1.7982644401,2.2333181861
10276,ENSRNOG00000033658,Kntc1,0.5299217162,0.9957229428,3.0336654463,3.8144889042,2.6236525878
10277,ENSRNOG00000033663,P4ha2,4.3076535501,4.3870940444,5.7535201304,5.6814144138,5.8197813604
10278,ENSRNOG00000033680,Cyp2b1,6.7791093794,5.7699947024,9.8007594889,9.3512942055,9.7984584481
10279,ENSRNOG00000033688,Cep170b,5.1216986071,5.251602229,7.0676635353,7.3301259883,6.6032831063
10280,ENSRNOG00000033693,AC135826.1,1.0909736433,1.9073895363,3.0190020359,2.6668146422,3.0402366302
10281,ENSRNOG00000033694,Klf16,2.1802499608,2.5439913405,4.8164496414,4.3471923969,4.1247927506
10282,ENSRNOG00000033697,Casp4,3.397485215,2.562641099,4.7071123832,4.0901249023,4.8963518767
10283,ENSRNOG00000033700,Bud23,3.5947770955,3.666430777,5.0727197249,4.9305018297,5.1249463625
10284,ENSRNOG00000033722,Rnf207,-2.6712702178,-1.3342107773,3.9459212104,3.5305939483,3.420649263
10285,ENSRNOG00000033729,LOC102556967,1.4492778538,1.9675538319,3.3121178852,3.1331866702,3.2090315879
10286,ENSRNOG00000033740,Lurap1l,4.3385700822,4.0375960186,5.4973861646,5.4492105039,5.4579095614
10287,ENSRNOG00000033744,Rasgrp4,0.0213328847,0.2574261589,2.5105488523,1.9399959351,1.9295426416
10288,ENSRNOG00000033747,Sp110,3.3856916706,3.60828013,4.8286395879,4.3018891907,4.5161890239
10289,ENSRNOG00000033765,Eif1,6.9910754712,7.0893964982,8.1897891024,8.1833971777,8.3067445848
10290,ENSRNOG00000033772,Serpinb9,4.6007580872,4.2240130024,6.322604837,6.2308273757,6.6954427102
10291,ENSRNOG00000033790,Hnrnpu,7.1305589315,7.3073050719,8.6105715886,8.6236690569,8.5417222277
10292,ENSRNOG00000033792,RGD1565622,2.3322533353,2.0745627644,2.991819908,2.7251625223,3.0061009287
10293,ENSRNOG00000033803,LOC100360841,3.2841498546,3.0174259178,5.7900505275,5.4446685332,6.1282073133
10294,ENSRNOG00000033809,Mlh1,2.8463602196,2.5230940219,3.2754810172,3.8327801657,3.6983091014
10295,ENSRNOG00000033824,Gpd2,2.6032538074,2.6200005204,3.8247505947,3.8693017186,3.9078426442
10296,ENSRNOG00000033835,Dnm1,0.1384049596,0.8110261828,1.0615217983,1.4646451272,0.5702906009
10297,ENSRNOG00000033843,AABR07007121.1,2.5309994568,2.7835686156,4.6443837177,4.8416633174,4.6364549187
10298,ENSRNOG00000033883,Stard8,2.6825101523,1.7789667437,2.9891072541,3.313326445,3.2341369288
10299,ENSRNOG00000033906,Zfp667,1.0909736433,0.3507436427,-0.4792455852,0.6718443479,0.5416177036
10300,ENSRNOG00000033915,Gpt,5.6537658297,6.3664375395,4.6221237304,4.3660911646,4.2469333474
10301,ENSRNOG00000033916,AC141489.1,5.4011812067,5.1785191981,7.7642924064,7.2957102777,7.9190262843
10302,ENSRNOG00000033921,Als2cl,3.1961389079,2.6386244986,4.6294005036,4.7783803186,4.3822294791
10303,ENSRNOG00000033923,Aox2,0.4415472377,0.1576526436,2.6314465272,1.7982644401,2.5455806476
10304,ENSRNOG00000033940,Adgrl4,3.3133292601,3.4409576522,4.5701319556,4.6807809974,4.6242097537
10305,ENSRNOG00000033970,Moap1,2.8882542003,2.5675091224,4.6208100044,3.9043162645,4.1938569066
10306,ENSRNOG00000033984,Ifnlr1,-0.9995623168,-1.6586497679,2.9076572096,2.2969376679,2.504900972
10307,ENSRNOG00000034007,Nr3c2,2.1526798904,2.2599211328,2.7021662041,3.0259865046,2.3754907406
10308,ENSRNOG00000034013,Acaca,6.2232143947,6.7766360953,5.3814981632,5.5214688629,4.8237855118
10309,ENSRNOG00000034015,Capn2,4.9561350752,5.0137339411,7.4002443945,7.2541392476,7.3289977364
10310,ENSRNOG00000034016,Ube2d4,0.5299217162,-0.1912440573,0.6110687706,0.9650552509,0.8964044584
10311,ENSRNOG00000034022,Taf2,3.8649139114,4.1545376775,4.9274393007,5.1794911927,4.7818357266
10312,ENSRNOG00000034025,Ptprj,6.5039546711,6.813021774,6.8582732989,6.8516911931,6.5480687061
10313,ENSRNOG00000034026,Lclat1,4.3898309941,4.3592918915,4.1570108548,4.1276485347,3.8762957311
10314,ENSRNOG00000034030,AC130162.1,5.0711245742,4.9848034479,4.0271162707,4.1376147915,3.8381607926
10315,ENSRNOG00000034037,Zfp266,5.4755566479,5.5657384916,5.6175179073,5.7671085203,5.4879382747
10316,ENSRNOG00000034038,AABR07005844.1,2.4890658407,2.1261550138,7.029263611,7.0165008427,6.3722385575
10317,ENSRNOG00000034040,Rnf113a1,-0.771168893,-0.329202058,1.2241531101,1.3165415591,1.2316793053
10318,ENSRNOG00000034066,Hspa8,5.5673459025,6.1125266254,7.1814130764,9.2481301322,9.5132995937
10319,ENSRNOG00000034071,Chmp4bl1,4.2347807897,4.4345480084,6.1500275642,6.0773002772,6.3525846601
10320,ENSRNOG00000034078,Mxi1,4.2760599499,3.8771523654,5.0807048271,5.0244074639,4.9914419609
10321,ENSRNOG00000034084,Ggct,5.0185603206,4.8733617136,5.1200063782,5.0009419051,5.4482601821
10322,ENSRNOG00000034089,Ttc21a,-0.1060851049,-0.4817608179,1.7622033755,2.037845409,1.1809360981
10323,ENSRNOG00000034093,AABR07011951.1,5.8160357162,6.2212410889,9.3124093204,9.3743875456,9.4486853083
10324,ENSRNOG00000034107,LOC681282,1.6200592611,1.3523032821,2.8712913566,2.927301136,2.9907154313
10325,ENSRNOG00000034116,Gk,8.9201160755,8.2285527347,7.2507390321,7.2193167055,7.2792017517
10326,ENSRNOG00000034130,LOC108349189,-2.6712702178,1.2701210838,0.6245320932,-2.6712702178,-2.6712702178
10327,ENSRNOG00000034134,Cpm,0.6131937373,0.7438039612,1.5765073759,1.4646451272,1.8987858366
10328,ENSRNOG00000034139,Lyc2,5.091777943,4.6190330334,4.1520173662,3.108025524,4.7178222899
10329,ENSRNOG00000034161,Cox6b1,3.7637571583,3.5113644311,4.2429204201,4.2470926589,4.7043661856
10330,ENSRNOG00000034177,Efna5,2.0063252289,2.2599211328,1.7632622073,1.5555564078,0.8964044584
10331,ENSRNOG00000034180,LOC100360781,6.2003036521,6.1626250971,8.3178597706,8.1250045128,8.8770179144
10332,ENSRNOG00000034190,AABR07065625.1,3.3618113559,4.25331159,2.9891072541,3.2737072631,2.0189312849
10333,ENSRNOG00000034191,Fmo1,6.839407456,6.6518842273,5.0457789342,3.9123368141,6.4416283715
10334,ENSRNOG00000034198,Tceal9,2.6631005088,2.8923289731,5.9132280898,5.5234972212,6.1843681394
10335,ENSRNOG00000034200,Atp8a1,2.475554644,1.9073895363,3.4251432459,4.1127559918,2.6425278446
10336,ENSRNOG00000034221,Cfap126,1.9751844074,1.9675538319,1.8654039048,1.7218104106,2.1301033584
10337,ENSRNOG00000034228,Pik3c2g,5.1463709105,5.2962744633,1.4381644828,1.6820083354,1.3740057422
10338,ENSRNOG00000034233,Fyttd1,3.7499320743,3.6014608999,4.003004253,4.0977081125,3.7772920398
10339,ENSRNOG00000034234,Mt-co1,14.4160821217,14.4456617527,14.1193687618,14.3334011789,14.2402100113
10340,ENSRNOG00000034237,LOC103694404,0.1728493379,1.4249143141,3.3721682274,2.5674232012,3.9746113418
10341,ENSRNOG00000034240,Bcor,4.0486010381,4.8812032027,4.6711790579,4.8429723797,4.5110627939
10342,ENSRNOG00000034241,Set,-0.8559950996,-0.8091114486,1.9417428615,0.1990109549,0.7502204536
10343,ENSRNOG00000034242,Vcp,8.6436138727,8.5942189393,9.7848238103,9.8763662226,9.7178930698
10344,ENSRNOG00000034246,Rps27a,7.2439228664,7.2210128954,9.5703986376,9.3233205256,10.0857643521
10345,ENSRNOG00000034254,Actb,8.6352679425,8.8857215984,11.0110333693,10.8193381806,10.92985186
10346,ENSRNOG00000034269,Ago3,0.9052006904,0.0504629582,1.6533341916,1.2086222957,2.1826336136
10347,ENSRNOG00000034272,Pias1,3.645109978,3.330745649,3.9517380354,4.2551849474,3.9461783719
10348,ENSRNOG00000034290,Ccl21,0.9052006904,1.414144817,3.2090387202,2.1874845071,2.5851446645
10349,ENSRNOG00000036451,AABR07051207.1,0.1384049596,-0.4817608179,3.2239208249,0.9650552509,0.8320860346
10350,ENSRNOG00000036571,LOC108348093,3.8649139114,2.9079199101,8.0189802132,7.9525184847,7.8752770576
10351,ENSRNOG00000036572,Sfxn4,-0.5740393878,-1.0695048655,2.5872885825,2.6254436313,1.8984717924
10352,ENSRNOG00000036576,Zdhhc6,5.3081850268,5.3108630185,5.4813898563,5.6142700616,5.6828859831
10353,ENSRNOG00000036592,Zfp518a,3.4662908895,3.4195785316,3.8925471393,4.0515991811,3.7339474825
10354,ENSRNOG00000036598,Tbc1d12,2.3597619427,2.6753467555,3.0514354844,3.2644388677,2.6089484688
10355,ENSRNOG00000036601,Exoc6,3.6351829034,3.8534318072,4.1770123966,4.4275573728,4.3989770044
10356,ENSRNOG00000036603,Ifit1bl,-1.2298167551,0.51538313,3.4063734943,2.3137045375,2.8156700191
10357,ENSRNOG00000036604,Ifit2,4.936059953,4.2362931371,5.9290303781,5.5270961651,5.0702319403
10358,ENSRNOG00000036615,RGD1560242,1.0316680824,1.5619672806,-1.3003091854,-2.6712702178,-2.6712702178
10359,ENSRNOG00000036622,Glyatl1,7.031598537,6.9949786336,6.4328061251,6.0666558604,6.8627373453
10360,ENSRNOG00000036641,LOC689065,-0.771168893,-1.6586497679,2.7049241401,2.6870636022,2.5851446645
10361,ENSRNOG00000036648,LOC103691261,-2.6712702178,-2.6712702178,0.7246837268,0.303433963,1.1283428568
10362,ENSRNOG00000036649,Pwwp2b,-0.40063611,-1.0695048655,2.446075538,2.4936974269,2.156607559
10363,ENSRNOG00000036658,Tbcd,5.1978607588,5.4225467234,6.1525172877,6.3657032241,6.0170821489
10364,ENSRNOG00000036659,Fn3k,1.4492778538,0.6732957957,-0.6102350801,-1.5713070994,-0.6349364916
10365,ENSRNOG00000036660,Fn3krp,3.9791948739,4.1415383145,4.1316125509,4.0358961398,4.0347158491
10366,ENSRNOG00000036661,Rab40b,2.5408166652,2.543003064,0.3535682155,0.0766457446,-0.3106183763
10367,ENSRNOG00000036662,Wdr45b,3.6743908825,3.6014608999,4.9297399144,4.8961246448,4.8113281553
10368,ENSRNOG00000036663,Foxk2,3.5637123173,3.8927521329,5.1379496075,5.3543986016,5.0905814534
10369,ENSRNOG00000036664,Narf,4.8353917404,5.020743712,3.9391441799,4.4188054735,4.1292158509
10370,ENSRNOG00000036666,Cybc1,3.7407955075,3.7629590398,5.4155696979,5.4551262392,5.5367553143
10371,ENSRNOG00000036667,Hexdc,3.4322982023,3.6154434081,4.0199913286,4.3534139563,3.983817811
10372,ENSRNOG00000036668,Ogfod3,2.9136074746,2.7962318877,4.0471960948,3.6488706562,3.7427212003
10373,ENSRNOG00000036672,Sectm1a,3.1688736828,2.8290346983,3.5064335478,3.4734496013,3.3649115133
10374,ENSRNOG00000036673,Sectm1b,3.3252329672,3.134767901,1.7093449597,2.1294777703,1.7322098856
10375,ENSRNOG00000036674,Cd7,0.7665725517,0.2574261589,1.1851815085,0.303433963,1.2806982225
10376,ENSRNOG00000036676,Csnk1d,6.1131058811,6.6561751035,7.0794008448,7.0707563976,6.8115338735
10377,ENSRNOG00000036677,Slc16a3,-1.6057271067,-1.3342107773,4.11096698,2.37390098,2.9458305968
10378,ENSRNOG00000036678,Aspscr1,4.7870321522,4.6298248992,5.7429083,5.5213560927,5.7010067115
10379,ENSRNOG00000036680,Notum,5.8588918448,5.1802999679,-0.6102350801,0.1944915939,-0.4636832123
10380,ENSRNOG00000036682,Pycr1,1.2555309351,0.3507436427,2.6882968818,2.4230195591,2.2081984689
10381,ENSRNOG00000036683,Sirt7,3.2621293922,3.2959705828,4.679300375,4.5815154205,4.743008842
10382,ENSRNOG00000036684,Pcyt2,7.8204449499,7.9520093534,7.3029881763,7.4034883061,7.0571791936
10383,ENSRNOG00000036686,Anapc11,3.8902597332,3.7371807203,4.2060175665,3.9996028321,4.4894357432
10384,ENSRNOG00000036687,Alyref,3.8936779515,3.9232267176,5.2742184822,5.1555312356,5.3097919788
10385,ENSRNOG00000036688,Arhgdia,6.666213348,6.6702168392,8.9300804888,8.8702816384,8.8879693076
10386,ENSRNOG00000036689,P4hb,10.4468194013,10.0320911335,11.3718566375,11.5252618441,11.0625779316
10387,ENSRNOG00000036691,Mcrip1,2.8970872352,2.9532603008,4.8726283229,4.8961246448,4.9074750672
10388,ENSRNOG00000036692,Gcgr,6.6423877273,6.5473440458,6.351504449,6.4196420872,6.3555906211
10389,ENSRNOG00000036693,Slc25a10,6.865116417,6.7284285239,5.877447344,6.1047868383,5.7343815549
10390,ENSRNOG00000036695,Mrpl12,4.968798563,5.0047889737,5.8862065209,5.9394992827,5.9436642375
10391,ENSRNOG00000036696,Hgs,4.7229568122,4.934931715,7.2545147723,7.3740962375,7.055551663
10392,ENSRNOG00000036697,Mafg,3.8478231954,3.5629778903,5.3900917796,5.5177710472,5.1515446038
10393,ENSRNOG00000036698,Nploc4,5.6327410868,5.9254915254,7.53038564,7.6305366794,7.2259837687
10394,ENSRNOG00000036699,Faap100,2.1245726711,1.8121599645,3.1054532605,3.1020054457,2.8168337614
10395,ENSRNOG00000036703,Itgax,0.5299217162,0.8620022159,4.4016155036,4.2069180219,4.1509324716
10396,ENSRNOG00000036711,Spn,1.2027368821,0.9957229428,3.6349114246,3.7485790461,3.7772920398
10397,ENSRNOG00000036719,Samd10,1.4939055888,1.3064493079,3.0003764834,3.445432717,2.9907154313
10398,ENSRNOG00000036726,Cd300e,1.0316680824,0.6367059261,3.617525524,3.4139481125,3.420649263
10399,ENSRNOG00000036728,Cd300lb,-1.2710402838,-1.3342107773,2.5872885825,1.8708699648,3.4530867239
10400,ENSRNOG00000036742,Uqcrc2,7.5296156755,7.3893858086,7.9134053924,7.7115925057,8.0270315657
10401,ENSRNOG00000036745,Gna13,5.1071929292,5.1578807829,6.4215327406,6.3196092072,6.2549242781
10402,ENSRNOG00000036762,Itpripl2,0.9698197176,0.9367460903,3.3211335534,3.6591573667,2.9609479013
10403,ENSRNOG00000036798,Dusp3,6.0353963757,5.959350871,6.8972723568,6.8221958401,6.6692201703
10404,ENSRNOG00000036813,Ndrg3,0.1384049596,0.4383900585,0.9755144893,1.2086222957,1.0170296647
10405,ENSRNOG00000036814,Atp6v0a1,6.3439287174,6.5274952321,6.9152527677,6.9767418414,6.4863794696
10406,ENSRNOG00000036816,Wls,2.475554644,2.3975001945,3.9164800029,3.6591573667,4.3191029204
10407,ENSRNOG00000036829,Nckap1l,3.3128311345,3.2360819566,4.8386256083,4.4275573728,5.4072667642
10408,ENSRNOG00000036833,Zfp385a,4.7553960057,3.8692887676,4.4924490202,4.5319434196,3.8276429741
10409,ENSRNOG00000036835,Copz1,6.923308781,6.8714966362,7.5138293324,7.5034216936,7.5021966613
10410,ENSRNOG00000036837,Nfe2,2.310710896,0.3507436427,1.6816113768,1.8350239003,0.7647658111
10411,ENSRNOG00000036839,Hnrnpa1,6.2118212006,6.3041917998,8.1039707922,8.3366741792,8.3226463686
10412,ENSRNOG00000036841,Cbx5,2.8803756298,3.081311543,4.1264787902,4.1127559918,4.1774485184
10413,ENSRNOG00000036842,Smug1,1.5371941497,2.1080930218,3.1393881198,3.2870349144,2.9907154313
10414,ENSRNOG00000036852,Pcbp2,6.1464060363,6.140090773,7.3097074744,7.1024809826,7.1173151072
10415,ENSRNOG00000036859,Gdpd5,0.0213328847,-0.0653345537,1.889848087,1.8350239003,2.0755879025
10416,ENSRNOG00000036866,Acer3,3.5637123173,3.5134849954,5.148118042,4.9477237567,5.2502159791
10417,ENSRNOG00000036876,Faap20,0.6131937373,0.8110261828,4.0252969578,3.805255567,3.8521744356
10418,ENSRNOG00000036880,Arl5c,-1.6057271067,-1.6586497679,1.0178287431,-0.5238083864,1.9897461557
10419,ENSRNOG00000036885,Gbp3,-0.771168893,-0.4817608179,1.9607897249,0.9650552509,0.8320860346
10420,ENSRNOG00000036894,Cisd3,4.5465496144,4.1009495804,5.1671678213,5.1112618878,5.4374924298
10421,ENSRNOG00000036913,RGD1309621,4.1700437075,4.8615189818,4.8886062092,4.725519462,4.6895587296
10422,ENSRNOG00000036917,Amn1,1.3064610483,1.5224014728,4.0470874218,3.6995860679,3.9539061306
10423,ENSRNOG00000036918,Etfbkmt,1.3064610483,0.9957229428,1.8654039048,1.5108167447,2.4199298361
10424,ENSRNOG00000036934,Abhd12,4.269657349,4.1609936973,5.2413032198,4.9482691292,5.6147200934
10425,ENSRNOG00000036942,Tnfrsf9,2.1802499608,1.8446066272,3.4905377941,3.0882154569,3.1442876926
10426,ENSRNOG00000036959,RGD1561551,-2.6712702178,-2.6712702178,1.0615217983,0.303433963,1.8984717924
10427,ENSRNOG00000036960,Abcc9,5.3266533191,4.8172444488,6.5399506985,6.6663360922,6.2270582363
10428,ENSRNOG00000036964,Ralgapa2,3.6549692117,3.975806587,4.7743013909,4.98875859,4.0907677857
10429,ENSRNOG00000036971,Smim26,2.6434261678,2.7455853517,4.4145620958,4.0279800556,4.9654423503
10430,ENSRNOG00000036980,Zgrf1,0.6131937373,0.7438039612,1.5343340565,1.367617501,1.7670304977
10431,ENSRNOG00000036984,Slco1a1,8.1809352721,7.6165230996,6.6874336111,6.574457639,6.6977005656
10432,ENSRNOG00000037060,Odf3b,1.5371941497,0.9957229428,-1.8287225488,-1.5713070994,-1.3202023064
10433,ENSRNOG00000037076,LOC689757,-0.771168893,0.9957229428,0.1255569642,-0.1925653659,1.0170296647
